SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeVariance,ResponseTimeStandardDeviation,ResponseTimeMean,ResponseTimeMedian,ResponseTimeMode,ResponseTimeSkewFromMedian,ResponseTimeSkewFromMode,ResponseTimeCoefficientofVariation,Classification
192.168.1.50,23.36.123.79,56333,443,2025-01-13 21:08:06,0.06202983856201172,4760,76737.26242639485,5188,83637.16753532279,347488.84,589.4818402631247,497.4,112.0,66.0,1.9613835762674408,0.7318291600084537,1.1851263374811514,0.00029374302464631793,0.017138933007813467,0.03760381937026978,0.0364764928817749,0.0,0.1973273052612326,2.1940583671764498,0.45577638906977097,7.493731160934658e-06,0.002737468020075241,0.014583468437194824,0.014154434204101562,0.011564970016479492,0.4701799947399599,1.102660706382377,0.18771035380673826,False
192.168.1.50,23.36.123.79,56333,443,2025-01-13 21:08:06,0.062085866928100586,4826,77731.05601615932,5188,83561.69055363335,339381.9319727891,582.5649594446865,476.85714285714283,78.0,66.0,2.0539708219183423,0.7052555018907776,1.2216760683381682,0.0003069376040905473,0.017519634816129795,0.03876963115873791,0.03651094436645508,0.0,0.3867694987917205,2.212924616616089,0.451890675575365,7.493731160934658e-06,0.002737468020075241,0.014583468437194824,0.014154434204101562,0.011564970016479492,0.4701799947399599,1.102660706382377,0.18771035380673826,False
192.168.1.50,23.36.123.79,56333,443,2025-01-13 21:08:06,0.062124013900756836,4892,78745.71671777316,5188,83510.37987158773,331279.60330578504,575.5689387951586,458.1818181818182,76.0,66.0,1.9920210721334684,0.6813811374233891,1.2562020489576875,0.0003166511242733632,0.017794693711142184,0.03983119401064786,0.036511898040771484,0.0,0.5595987248375042,2.238374801905552,0.4467527060922458,7.493731160934658e-06,0.002737468020075241,0.014583468437194824,0.014154434204101562,0.011564970016479492,0.4701799947399599,1.102660706382377,0.18771035380673826,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.0665428638458252,5243,78791.31881290286,1093,16425.50285380561,261712.625,511.5785619042299,396.0,76.0,66.0,1.8765446238142343,0.645062214436143,1.2918650553137119,0.00031540953751529877,0.017759773014182887,0.036165520548820496,0.039837002754211426,0.0,-0.6201907314567983,2.0363729040871665,0.49106919365943164,1.3026131392103305e-05,0.00360917322833129,0.018030325571695965,0.01596808433532715,0.015017986297607422,1.714166463538492,0.8346341623179182,0.20017238257732717,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.06658291816711426,5309,79735.16550709173,1093,16415.62175536848,252346.83044982702,502.341348536856,376.5882352941176,74.0,66.0,1.8070674622472405,0.6182812468030994,1.3339273547526636,0.0003480791814881363,0.018656880272117746,0.03795477923224954,0.039880990982055664,0.0,-0.3097321291199152,2.034358299922846,0.49155549444654145,1.3026131392103305e-05,0.00360917322833129,0.018030325571695965,0.01596808433532715,0.015017986297607422,1.714166463538492,0.8346341623179182,0.20017238257732717,False
192.168.1.50,142.250.184.168,56336,443,2025-01-13 21:08:06,0.03571200370788574,2181,61071.90226121092,140,3920.250489027753,266271.4722222222,516.0149922455957,386.8333333333333,76.0,66.0,1.8071180372917914,0.6217519609985163,1.3339465547064087,0.0001063112678596983,0.010310735563464825,0.017673691113789875,0.017599105834960938,0.0,0.021701248675183936,1.7141057497793881,0.5833945776850138,8.41209981672364e-08,0.0002900362014770508,0.017686009407043457,0.017686009407043457,0.017395973205566406,0.0,1.0,0.016399188465971517,False
192.168.1.50,142.250.184.168,56336,443,2025-01-13 21:08:06,0.03571295738220215,2181,61070.27140482405,206,5768.214538924234,240836.85714285713,490.75131904342055,341.0,74.0,66.0,1.6321912319284655,0.5603652793761897,1.4391534282798257,0.0001309706941861916,0.011444242840231572,0.020250729152134488,0.01773214340209961,0.0,0.6602234289841183,1.76951235960707,0.5651274457455926,8.41209981672364e-08,0.0002900362014770508,0.017686009407043457,0.017686009407043457,0.017395973205566406,0.0,1.0,0.016399188465971517,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.080596923828125,5309,65871.00037864446,2599,32246.888299886406,305255.66666666674,552.4994720962787,439.3333333333333,76.0,66.0,1.972852563757846,0.6757170860577332,1.2575860518124706,0.00042414883321874715,0.02059487395491284,0.04032378726535373,0.03997945785522461,0.0,0.05015754078654856,1.9579526125594289,0.5107375906778476,1.2794128348758704e-05,0.003576888081665221,0.017026245594024658,0.015493035316467285,0.014014005661010742,1.285930878365856,0.8421398333524507,0.21008084618023634,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.08059906959533691,5309,65869.24671283245,4105,50931.109014160334,345920.88088642654,588.1503896848378,495.4736842105263,78.0,66.0,2.1294231451630807,0.7302106599651512,1.1870466755908136,0.0004827054613919361,0.021970558968581935,0.042443538966931794,0.040077924728393555,0.0,0.32301602912166494,1.9318370109575445,0.5176420134451896,1.2794128348758704e-05,0.003576888081665221,0.017026245594024658,0.015493035316467285,0.014014005661010742,1.285930878365856,0.8421398333524507,0.21008084618023634,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.08060002326965332,5309,65868.46733577667,5611,69615.36451705461,377130.1,614.1091922451576,546.0,112.0,66.0,2.1201441314368576,0.7816199562900858,1.1247421103391164,0.0005277262598036714,0.022972293307453467,0.04435136318206787,0.04010295867919922,0.0,0.5548080610859482,1.9306458692862791,0.5179613806490985,1.2794128348758704e-05,0.003576888081665221,0.017026245594024658,0.015493035316467285,0.014014005661010742,1.285930878365856,0.8421398333524507,0.21008084618023634,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.08060193061828613,5309,65866.90863699422,7117,88298.1331266694,400967.4421768707,633.2199003323179,591.7142857142857,146.0,66.0,2.1116564031564953,0.8302238850016991,1.070144689117872,0.000562192974844667,0.023710608909192254,0.046077580679030644,0.04012799263000488,0.0,0.7527754439135294,1.9433318163822881,0.5145801615400929,1.2794128348758704e-05,0.003576888081665221,0.017026245594024658,0.015493035316467285,0.014014005661010742,1.285930878365856,0.8421398333524507,0.21008084618023634,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.08060288429260254,5309,65866.12931526623,8623,106981.28330863452,419010.8347107438,647.3104623831936,633.2727272727273,241.0,66.0,1.8180119899275338,0.8763534041829132,1.0221669661520427,0.0005883576090083303,0.02425608395863459,0.04764691266146573,0.04012894630432129,0.0,0.9298244147693374,1.9643283203801973,0.5090798669574998,1.2794128348758704e-05,0.003576888081665221,0.017026245594024658,0.015493035316467285,0.014014005661010742,1.285930878365856,0.8421398333524507,0.21008084618023634,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.08060407638549805,5309,65865.15518903921,10129,125663.61968539805,432468.5179584121,657.6233861097187,671.2173913043479,336.0,66.0,1.529222036737695,0.9203100195152923,0.9797472393136112,0.0006079485675885329,0.02465661305995884,0.04907983282338018,0.040129899978637695,0.0,1.088949178418598,1.9905342515628588,0.502377690418969,1.2794128348758704e-05,0.003576888081665221,0.017026245594024658,0.015493035316467285,0.014014005661010742,1.285930878365856,0.8421398333524507,0.21008084618023634,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.08060598373413086,5309,65863.59664700697,11635,144344.12261968848,442275.0833333333,665.037655575482,706.0,344.5,1506.0,1.6307347274366617,-1.2029394024429039,0.9419796821182463,0.0006223042842145155,0.02494602742351005,0.05039342244466146,0.047638893127441406,0.0,0.33125867342999293,2.0200980937417254,0.4950254658909907,1.2794128348758704e-05,0.003576888081665221,0.017026245594024658,0.015493035316467285,0.014014005661010742,1.285930878365856,0.8421398333524507,0.21008084618023634,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.08060789108276367,5309,65862.03817873135,13141,163023.74151567314,449160.08,670.1940614478765,738.0,353.0,1506.0,1.723381430006641,-1.1459367430693508,0.9081220344822175,0.0006324680148651168,0.025148916773195557,0.05160200119018555,0.05514788627624512,0.0,-0.4229866182354472,2.0518578058671877,0.4873632067195634,1.2794128348758704e-05,0.003576888081665221,0.017026245594024658,0.015493035316467285,0.014014005661010742,1.285930878365856,0.8421398333524507,0.21008084618023634,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.08061003684997559,5309,65860.284990077,14647,181701.9390185831,453697.7100591716,673.5708649126472,767.5384615384615,532.5,1506.0,1.046831775758039,-1.0963383022175501,0.8775727845123685,0.0006392616316321261,0.02528362378362971,0.05271769486940824,0.05514991283416748,0.0,-0.28859209252283097,2.0850529702764034,0.47960412241586164,1.2794128348758704e-05,0.003576888081665221,0.017026245594024658,0.015493035316467285,0.014014005661010742,1.285930878365856,0.8421398333524507,0.21008084618023634,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.08061099052429199,5309,65859.50582507905,16153,200382.10540450213,456343.2839506173,675.5318526543491,794.8888888888889,712.0,1506.0,0.36810502079152524,-1.0526685134342095,0.8498443771161787,0.0006433341562558467,0.025364032728567566,0.0537507798936632,0.055151939392089844,0.0,-0.16572595297693146,2.1191732587982184,0.4718821341522114,1.2794128348758704e-05,0.003576888081665221,0.017026245594024658,0.015493035316467285,0.014014005661010742,1.285930878365856,0.8421398333524507,0.21008084618023634,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.0806119441986084,5309,65858.72667851682,17659,219061.82980145572,457460.27551020414,676.3580970981305,820.2857142857143,937.5,1506.0,-0.5199063316482161,-1.013833187857582,0.8245396516347812,0.0006452062756638853,0.02540091092193123,0.05471010719026838,0.0559694766998291,0.0,-0.14873909602273902,2.1538639837924665,0.464281870872471,1.2794128348758704e-05,0.003576888081665221,0.017026245594024658,0.015493035316467285,0.014014005661010742,1.285930878365856,0.8421398333524507,0.21008084618023634,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.08061385154724121,5309,65857.16844069691,19165,237738.2997110485,457340.61593341257,676.2696325678187,843.9310344827586,1163.0,1506.0,-1.4154219714364182,-0.9790014716516888,0.8013328162321951,0.000645297986976212,0.025402716133835216,0.05560333975430193,0.05678701400756836,0.0,-0.1397890973977188,2.188873798429803,0.4568559414971086,1.2794128348758704e-05,0.003576888081665221,0.017026245594024658,0.015493035316467285,0.014014005661010742,1.285930878365856,0.8421398333524507,0.21008084618023634,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.08061504364013672,5309,65856.19457950338,20671,256416.16088772166,456220.06666666665,675.4406462944518,866.0,1334.5,1506.0,-2.080863814919551,-0.9475295919946728,0.7799545569219998,0.0006439458036402357,0.025376087240554554,0.05643706321716309,0.06166493892669678,0.0,-0.618047494080822,2.2240254252818272,0.44963514743689614,1.2794128348758704e-05,0.003576888081665221,0.017026245594024658,0.015493035316467285,0.014014005661010742,1.285930878365856,0.8421398333524507,0.21008084618023634,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.08061695098876953,5309,65854.63646150024,22177,275091.02897093445,454289.9708636837,674.0103640625148,886.6451612903226,1506.0,1506.0,-2.756729889032828,-0.9189099630109426,0.7601805022898188,0.0006414251889332402,0.025326373386911127,0.05721705959689233,0.0665428638458252,0.0,-1.1046750483927381,2.2591888196066225,0.4426367514398922,1.2794128348758704e-05,0.003576888081665221,0.017026245594024658,0.015493035316467285,0.014014005661010742,1.285930878365856,0.8421398333524507,0.21008084618023634,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.08073902130126953,5375,66572.51863313686,22177,274675.1154841072,460481.3125,678.5877338266586,861.0,1334.5,1506.0,-2.0933181211360634,-0.9505034763342209,0.7881390636778846,0.0006381304204852167,0.025261243446933025,0.057952120900154114,0.06656289100646973,0.0,-1.0226064434719324,2.2941119672867925,0.435898515094136,1.2794128348758704e-05,0.003576888081665221,0.017026245594024658,0.015493035316467285,0.014014005661010742,1.285930878365856,0.8421398333524507,0.21008084618023634,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.0807809829711914,5441,67354.96152529366,22177,274532.4355350924,465099.2341597797,681.9818429839461,836.9090909090909,1163.0,1506.0,-1.4344556784567593,-0.9810978341642734,0.8148816285925926,0.0006341072049798523,0.02518148536087282,0.05864390459927646,0.06658291816711426,0.0,-0.9458155610042167,2.328850095967643,0.4293964655481604,1.2794128348758704e-05,0.003576888081665221,0.017026245594024658,0.015493035316467285,0.014014005661010742,1.285930878365856,0.8421398333524507,0.21008084618023634,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.08088803291320801,5507,68081.76440523597,22177,274169.11008079135,468385.17993079586,684.3867181139592,814.2352941176471,937.5,1506.0,-0.5403291850346565,-1.010780436810238,0.8405269619951817,0.0006295819420883511,0.02509147150105691,0.05929814366733327,0.07358992099761963,0.0,-1.7087611616980325,2.363278840176253,0.42314092734203984,1.2794128348758704e-05,0.003576888081665221,0.017026245594024658,0.015493035316467285,0.014014005661010742,1.285930878365856,0.8421398333524507,0.21008084618023634,False
192.168.1.50,162.159.61.4,55101,443,2025-01-13 21:08:04,1.813042163848877,17106,9434.970868899132,31874,17580.3964384012,32461.87043639624,180.1717803552938,223.65296803652967,122.0,122.0,1.6926008252136846,0.5642002750712282,0.8055863596939433,0.5446551889557779,0.7380075805544126,0.7697937466782522,0.26645421981811523,0.17063617706298828,2.0460746208677714,0.8118582862863812,0.958708204293682,0.026234682840899935,0.16197124078335615,0.05378489494323731,0.01465606689453125,8.106231689453125e-06,0.7247365864359087,0.3320144270764508,3.011463366327942,False
192.168.1.50,162.159.61.4,55101,443,2025-01-13 21:08:04,1.8130521774291992,17331,9559.01888304965,31874,17580.29934096847,32314.32469008265,179.7618554924338,223.6590909090909,122.0,122.0,1.6965627768573477,0.5655209256191158,0.8037314949361942,0.5471042150716795,0.7396649343261309,0.7745358304543929,0.2680037021636963,0.17063617706298828,2.054438860558548,0.8164502944047026,0.95497833055986,0.026234682840899935,0.16197124078335615,0.05378489494323731,0.01465606689453125,8.106231689453125e-06,0.7247365864359087,0.3320144270764508,3.011463366327942,False
192.168.1.50,162.159.61.4,55101,443,2025-01-13 21:08:04,1.8130900859832764,17453,9626.10745871178,31874,17579.93176754594,32214.657193751158,179.48442047640557,223.19909502262445,122.0,122.0,1.691496589297472,0.5638321964324906,0.8041449292534643,0.549487066684835,0.7412739484730562,0.779235170977148,0.26955318450927734,0.17063617706298828,2.06272723134717,0.8210176482902274,0.9512839975427584,0.026234682840899935,0.16197124078335615,0.05378489494323731,0.01465606689453125,8.106231689453125e-06,0.7247365864359087,0.3320144270764508,3.011463366327942,False
192.168.1.50,162.159.61.4,55101,443,2025-01-13 21:08:04,1.813094139099121,17678,9750.18319169226,31874,17579.892468152455,32069.560668776878,179.07976063412883,223.2072072072072,122.0,122.0,1.6954546987693355,0.5651515662564451,0.802302770035046,0.5518049162115476,0.7428357262622387,0.7838921933560759,0.26955413818359375,0.17063617706298828,2.0771943391596186,0.8255607459523205,0.9476248552520186,0.026234682840899935,0.16197124078335615,0.05378489494323731,0.01465606689453125,8.106231689453125e-06,0.7247365864359087,0.3320144270764508,3.011463366327942,False
192.168.1.50,162.159.61.4,55101,443,2025-01-13 21:08:04,1.813124179840088,17800,9817.308818621517,31874,17579.601195772037,31971.477286894973,178.80569702024312,222.75336322869956,122.0,122.0,1.690438809966323,0.5634796033221077,0.8027070587332249,0.5540594599725166,0.7443517044868754,0.7885075834299952,0.26955509185791016,0.17063617706298828,2.091561643953629,0.8300799241038097,0.9440006921036289,0.026234682840899935,0.16197124078335615,0.05378489494323731,0.01465606689453125,8.106231689453125e-06,0.7247365864359087,0.3320144270764508,3.011463366327942,False
192.168.1.50,162.159.61.4,55101,443,2025-01-13 21:08:04,1.813129186630249,18025,9941.376562085994,31874,17579.552651313676,31828.76990991709,178.40619358620117,222.76339285714286,122.0,122.0,1.6943928486729913,0.5647976162243304,0.800877519856291,0.556251884713413,0.7458229580224874,0.7930817870157105,0.2695566415786743,0.17063617706298828,2.105828761929522,0.8345755561120106,0.9404111533426415,0.026234682840899935,0.16197124078335615,0.05378489494323731,0.01465606689453125,8.106231689453125e-06,0.7247365864359087,0.3320144270764508,3.011463366327942,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.08922886848449707,5507,61717.693987756946,23683,265418.5848396673,468284.6285714286,684.3132532484144,834.0,1163.0,1506.0,-1.442321912245219,-0.9820064083371705,0.8205194883074514,0.0006364582472488852,0.025228124132580392,0.06015330723353795,0.080596923828125,0.0,-2.431050737718409,2.3843749506470076,0.41939712532571566,2.2305118241092713e-05,0.004722829474064537,0.01528916358947754,0.015017986297607422,0.008340835571289062,0.17225518729352193,1.4712214481478287,0.3089004474590703,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.08923006057739258,5507,61716.86945369237,25189,282292.75915544893,467472.27777777775,683.7194437616776,852.6666666666666,1334.5,1506.0,-2.114171263065402,-0.9555576330239106,0.8018601764210449,0.0006416114251614762,0.025330049845222892,0.060960994826422796,0.08059799671173096,0.0,-2.325735875606055,2.4066669903501867,0.4155124094898119,2.2305118241092713e-05,0.004722829474064537,0.01528916358947754,0.015017986297607422,0.008340835571289062,0.17225518729352193,1.4712214481478287,0.3089004474590703,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.08923196792602539,5507,61715.550245012906,26695,299164.0845815543,466062.4353542732,682.6876557799131,870.3243243243244,1506.0,1506.0,-2.7934107360538243,-0.9311369120179414,0.7844060388751253,0.0006452880521804459,0.025402520587147367,0.06172507518046611,0.08059906959533691,0.0,-2.228990743275327,2.429879939225262,0.4115429671471085,2.2305118241092713e-05,0.004722829474064537,0.01528916358947754,0.015017986297607422,0.008340835571289062,0.17225518729352193,1.4712214481478287,0.3089004474590703,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.08929705619812012,5573,62409.67213561205,26695,298946.0250601406,470374.2908587258,685.8383853786005,849.1578947368421,1334.5,1506.0,-2.122987495057906,-0.957721409688325,0.8076688559683531,0.0006477859587558923,0.025451639608400325,0.06245065362829911,0.08059954643249512,0.0,-2.139220861614663,2.453698645319779,0.4075480099837911,2.2305118241092713e-05,0.004722829474064537,0.01528916358947754,0.015017986297607422,0.008340835571289062,0.17225518729352193,1.4712214481478287,0.3089004474590703,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.08936095237731934,5639,63103.62468150275,26695,298732.26828741195,473636.7376725839,688.2127125188722,829.0769230769231,1163.0,1506.0,-1.4556098900044079,-0.9835957177331482,0.8300951255098662,0.0006492682640822945,0.025480743004910482,0.0631406612885304,0.08060002326965332,0.0,-2.055594922537181,2.4779756727016298,0.40355521283618706,2.2305118241092713e-05,0.004722829474064537,0.01528916358947754,0.015017986297607422,0.008340835571289062,0.17225518729352193,1.4712214481478287,0.3089004474590703,False
192.168.1.50,142.250.184.168,56336,443,2025-01-13 21:08:06,0.060028076171875,2181,36332.99847483477,1672,27853.632943568886,349159.984375,590.8976090449173,481.625,76.0,66.0,2.0593669383209483,0.7033790518661688,1.226883174762351,0.0002876565660301367,0.01696044120977213,0.02522289752960205,0.017734050750732422,0.0,1.324643625642492,1.4871604587190412,0.6724223967475207,8.41209981672364e-08,0.0002900362014770508,0.017686009407043457,0.017686009407043457,0.017395973205566406,0.0,1.0,0.016399188465971517,False
192.168.1.50,142.250.184.168,56336,443,2025-01-13 21:08:06,0.06002998352050781,2181,36331.8440568106,3138,52273.877418739874,406067.55555555556,637.2343019294831,591.0,78.0,66.0,2.4151242256420575,0.8238727865250685,1.0782306293223063,0.00037535232883452224,0.019374011686651843,0.02909035152859158,0.017735958099365234,0.0,1.7581893124978152,1.5015140900649928,0.6659944163139455,8.41209981672364e-08,0.0002900362014770508,0.017686009407043457,0.017686009407043457,0.017395973205566406,0.0,1.0,0.016399188465971517,False
192.168.1.50,142.250.184.168,56336,443,2025-01-13 21:08:06,0.06003212928771973,2181,36330.54542421751,4604,76692.26553557883,434367.05,659.0652850818346,678.5,324.5,1466.0,1.6113729914755468,-1.1948740402890707,0.9713563523682162,0.00042398252093164504,0.02059083584830021,0.0321845293045044,0.02672398090362549,0.0,0.7955794181123077,1.5630511331166412,0.639774335472988,8.41209981672364e-08,0.0002900362014770508,0.017686009407043457,0.017686009407043457,0.017395973205566406,0.0,1.0,0.016399188465971517,False
192.168.1.50,142.250.184.168,56336,443,2025-01-13 21:08:06,0.06003308296203613,2181,36329.96828397479,6070,101110.91585682117,446131.7190082645,667.9309238299006,750.0909090909091,571.0,1466.0,0.8043836691854569,-1.0718310312750374,0.8904666297574726,0.0004495330306664892,0.0212021940059629,0.034716216000643646,0.03571200370788574,0.0,-0.14089877306500087,1.6373879038593866,0.6107288307449696,8.41209981672364e-08,0.0002900362014770508,0.017686009407043457,0.017686009407043457,0.017395973205566406,0.0,1.0,0.016399188465971517,False
192.168.1.50,142.250.184.168,56336,443,2025-01-13 21:08:06,0.060034990310668945,2181,36328.81405849765,6336,105538.45294573181,426855.3541666667,653.3416825571951,709.75,418.5,1466.0,1.3373553583480569,-1.1575107178835111,0.9205236809541318,0.0004610403035149899,0.02147184909398792,0.036826113859812416,0.035712480545043945,0.0,0.15559442177901944,1.7150881462800363,0.5830604113082838,8.41209981672364e-08,0.0002900362014770508,0.017686009407043457,0.017686009407043457,0.017395973205566406,0.0,1.0,0.016399188465971517,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.09527087211608887,5639,59189.12963375418,28201,296008.6264943255,472965.05,687.7245451487099,846.0,1334.5,1506.0,-2.130940374802397,-0.9596865556940172,0.8129131739346454,0.0006582000996459313,0.025655410728459043,0.06394391655921935,0.08060097694396973,0.0,-1.94778332271325,2.4924144554149597,0.4012173809325428,3.080568398022226e-05,0.0055502868376528305,0.013725956281026205,0.014515995979309082,0.005909919738769531,-0.4270264157826723,1.408222092096777,0.40436430978037985,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.09527206420898438,5639,59188.38902902903,29707,311812.2846046046,471794.5758477098,686.8730420155604,862.0975609756098,1506.0,1506.0,-2.812320762225241,-0.9374402540750802,0.7967463000802912,0.0006655004621213246,0.025797295635808893,0.06470801772140874,0.08060193061828613,0.0,-1.848323148432883,2.508325625868643,0.3986723213632585,3.080568398022226e-05,0.0055502868376528305,0.013725956281026205,0.014515995979309082,0.005909919738769531,-0.4270264157826723,1.408222092096777,0.40436430978037985,False
192.168.1.50,142.250.184.168,56336,443,2025-01-13 21:08:06,0.06014108657836914,2247,37362.14504658077,6336,105352.27014469772,423446.17751479277,650.7274218248319,660.2307692307693,266.0,1466.0,1.8174926521087573,-1.2382592215179986,0.9856060216384498,0.0004641736259333903,0.021544689042392567,0.0386195732997014,0.03571295738220215,0.0,0.40473305209186733,1.7925333349537471,0.5578696811380655,8.41209981672364e-08,0.0002900362014770508,0.017686009407043457,0.017686009407043457,0.017395973205566406,0.0,1.0,0.016399188465971517,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.0954139232635498,5705,59792.11214532915,29707,311348.68983370607,475291.88435374154,689.4141602503836,843.1428571428571,1334.5,1506.0,-2.1381507859311606,-0.9614788628890424,0.8176718267964563,0.0006715695883302718,0.02591465971858924,0.06543911071050734,0.08060240745544434,0.0,-1.7553728557037518,2.525177309720421,0.3960117953502111,3.080568398022226e-05,0.0055502868376528305,0.013725956281026205,0.014515995979309082,0.005909919738769531,-0.4270264157826723,1.408222092096777,0.40436430978037985,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.09544086456298828,5771,60466.76155360373,29707,311260.8015028428,477957.32071389933,691.3445745168608,825.0697674418604,1163.0,1506.0,-1.4664043590461329,-0.9849361051744722,0.8379225633977399,0.0006763975642844318,0.026007644343239388,0.066136825916379,0.08060288429260254,0.0,-1.6686699708715393,2.542976405072652,0.39323998366844076,3.080568398022226e-05,0.0055502868376528305,0.013725956281026205,0.014515995979309082,0.005909919738769531,-0.4270264157826723,1.408222092096777,0.40436430978037985,False
192.168.1.50,142.250.184.168,56336,443,2025-01-13 21:08:06,0.06043505668640137,2313,38272.4883009906,6336,104839.81231088475,416620.59693877556,645.4615379236594,617.7857142857143,172.0,66.0,2.0719393244703546,0.8548700145026699,1.0447984195781281,0.00046258417867355614,0.021507770192968775,0.04017782211303711,0.047870516777038574,0.0,-1.0730114644589692,1.8680607869881307,0.53531448599823,8.41209981672364e-08,0.0002900362014770508,0.017686009407043457,0.017686009407043457,0.017395973205566406,0.0,1.0,0.016399188465971517,False
192.168.1.50,142.250.184.168,56336,443,2025-01-13 21:08:06,0.06107497215270996,2443,40000.018238102486,6336,103741.34897937674,403650.7288888889,635.3351311621992,585.2666666666667,130.0,66.0,2.1497315873302703,0.8173114332852772,1.0855481225006252,0.0004589171103927785,0.021422350720515675,0.0415709654490153,0.060028076171875,0.0,-2.584745852169776,1.940541726319688,0.5153200193723937,8.41209981672364e-08,0.0002900362014770508,0.017686009407043457,0.017686009407043457,0.017395973205566406,0.0,1.0,0.016399188465971517,False
192.168.1.50,142.250.184.168,56336,443,2025-01-13 21:08:06,0.061192989349365234,2601,42504.869065151834,6336,103541.27274002385,389119.24609375,623.7942337772529,558.5625,144.0,66.0,1.9937463872808117,0.7896233618855257,1.1167850218681936,0.0004527947805603727,0.02127897508246985,0.04279734194278717,0.060029029846191406,0.0,-2.4293963177202267,2.01125015546659,0.4972031933879504,8.41209981672364e-08,0.0002900362014770508,0.017686009407043457,0.017686009407043457,0.017395973205566406,0.0,1.0,0.016399188465971517,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.09793400764465332,5771,58927.43632977493,31213,318714.61967791803,477393.020661157,690.9363361852935,840.5454545454545,1334.5,1506.0,-2.1447180568691846,-0.9631199151119556,0.8220094849706067,0.0006834813040073163,0.026143475362072968,0.06685948913747614,0.08060348033905029,0.0,-1.5771420223853936,2.5574063207553106,0.39102116542226173,4.185500574285284e-05,0.006469544477229664,0.012121268681117467,0.014014005661010742,0.002493143081665039,-0.8776832680670128,1.4882231095774623,0.53373492886169,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.09793591499328613,5771,58926.28868986034,32719,334085.8152215457,476406.2666666667,690.2218966873384,855.3333333333334,1506.0,1506.0,-2.828076027967903,-0.9426920093226342,0.8069624668986808,0.0006892769030465377,0.026254083549926813,0.06755007637871636,0.08060407638549805,0.0,-1.491653667737879,2.5729359872820496,0.38866104906728033,4.185500574285284e-05,0.006469544477229664,0.012121268681117467,0.014014005661010742,0.002493143081665039,-0.8776832680670128,1.4882231095774623,0.53373492886169,False
192.168.1.50,23.36.123.79,56332,443,2025-01-13 21:08:06,0.09793686866760254,5771,58925.714886666,34225,349459.81493608456,475053.1625708884,689.2410047079965,869.4782608695652,1506.0,1506.0,-2.7705333901315257,-0.9235111300438419,0.7927064260568016,0.0006939292348103445,0.026342536605466538,0.0682106588197791,0.08060503005981445,0.0,-1.41152366140738,2.5893732194956574,0.3861938450860992,4.185500574285284e-05,0.006469544477229664,0.012121268681117467,0.014014005661010742,0.002493143081665039,-0.8776832680670128,1.4882231095774623,0.53373492886169,False
