"No.","Time","Source","Destination","Protocol","Length","Info"
"5642","537.483305675","194.156.155.239","192.168.64.11","DoH","294","Standard query response 0x0000 AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"5645","537.498548465","194.156.155.239","192.168.64.11","DoH","179","Standard query response 0x0000 A web.mat.upc.edu CNAME mat-web.upc.edu A 147.83.250.167 OPT"
"5648","537.502396037","194.156.155.239","192.168.64.11","DoH","202","Standard query response 0x0000 HTTPS consent.youtube.com SOA ns1.google.com OPT"
"5651","537.513391918","194.156.155.239","192.168.64.11","DoH","222","Standard query response 0x0000 AAAA web.mat.upc.edu CNAME mat-web.upc.edu SOA ns.upc.edu OPT"
"5654","537.520298598","194.156.155.239","192.168.64.11","DoH","222","Standard query response 0x0000 HTTPS web.mat.upc.edu CNAME mat-web.upc.edu SOA ns.upc.edu OPT"
"5657","537.549509125","194.156.155.239","192.168.64.11","DoH","154","Standard query response 0x0000 A about.google A 216.239.32.29 OPT"
"5669","537.558955868","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA incoming.telemetry.mozilla.org OPT"
"5670","537.559114119","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 A incoming.telemetry.mozilla.org OPT"
"5671","537.559401496","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 HTTPS incoming.telemetry.mozilla.org OPT"
"5675","537.575781712","194.156.155.239","192.168.64.11","DoH","294","Standard query response 0x0000 AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"5679","537.576272841","194.156.155.239","192.168.64.11","DoH","231","Standard query response 0x0000 A incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com A 34.120.208.123 OPT"
"5682","537.576860262","194.156.155.239","192.168.64.11","DoH","294","Standard query response 0x0000 HTTPS incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"5686","537.602559177","194.156.155.239","192.168.64.11","DoH","212","Standard query response 0x0000 HTTPS about.google SOA ns1.googledomains.com OPT"
"5688","537.602559261","194.156.155.239","192.168.64.11","DoH","212","Standard query response 0x0000 AAAA about.google SOA ns1.googledomains.com OPT"
"5697","539.708835685","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 HTTPS temuaffiliateprogram.pxf.io OPT"
"5700","539.729260266","194.156.155.239","192.168.64.11","DoH","237","Standard query response 0x0000 HTTPS temuaffiliateprogram.pxf.io SOA ns-904.awsdns-49.net OPT"
"5703","539.730062898","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A temuaffiliateprogram.pxf.io OPT"
"5706","539.747788749","194.156.155.239","192.168.64.11","DoH","169","Standard query response 0x0000 A temuaffiliateprogram.pxf.io A 35.201.76.231 OPT"
"5723","539.843679188","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA temuaffiliateprogram.pxf.io OPT"
"5724","539.843816564","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 A temuaffiliateprogram.pxf.io OPT"
"5730","539.844877031","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA incoming.telemetry.mozilla.org OPT"
"5732","539.845088658","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A incoming.telemetry.mozilla.org OPT"
"5733","539.845149533","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 HTTPS incoming.telemetry.mozilla.org OPT"
"5736","539.860970119","194.156.155.239","192.168.64.11","DoH","237","Standard query response 0x0000 AAAA temuaffiliateprogram.pxf.io SOA ns-904.awsdns-49.net OPT"
"5741","539.862803425","194.156.155.239","192.168.64.11","DoH","169","Standard query response 0x0000 A temuaffiliateprogram.pxf.io A 35.201.76.231 OPT"
"5743","539.862803467","194.156.155.239","192.168.64.11","DoH","294","Standard query response 0x0000 AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"5746","539.862803509","194.156.155.239","192.168.64.11","DoH","437","Standard query response 0x0000 HTTPS incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"5756","539.890559524","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA www.temu.com OPT"
"5758","539.891067361","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A www.temu.com OPT"
"5760","539.891329863","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 HTTPS www.temu.com OPT"
"5766","539.907934372","194.156.155.239","192.168.64.11","DoH","274","Standard query response 0x0000 A www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net A 104.18.43.206 A 172.64.144.50 OPT"
"5771","539.919752509","194.156.155.239","192.168.64.11","DoH","297","Standard query response 0x0000 AAAA www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"5774","539.920048553","194.156.155.239","192.168.64.11","DoH","297","Standard query response 0x0000 HTTPS www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"5776","539.929086001","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA aimg.kwcdn.com OPT"
"5778","539.929566421","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A aimg.kwcdn.com OPT"
"5780","539.930520596","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 HTTPS aimg.kwcdn.com OPT"
"5782","539.931113059","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA img.kwcdn.com OPT"
"5783","539.931443520","192.168.64.11","194.156.155.239","DoH","690","Standard query 0x0000 AAAA static.kwcdn.com OPT"
"5785","539.932052900","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A static.kwcdn.com OPT"
"5787","539.932403736","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 HTTPS static.kwcdn.com OPT"
"5788","539.932652946","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 AAAA commimg-us.kwcdn.com OPT"
"5789","539.932875990","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 A commimg-us.kwcdn.com OPT"
"5791","539.933117658","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 HTTPS commimg-us.kwcdn.com OPT"
"5794","539.946034096","192.168.64.11","194.156.155.239","DoH","1314","Standard query 0x0000 HTTPS img-eu.kwcdn.com OPT"
"5796","539.946430974","194.156.155.239","192.168.64.11","DoH","287","Standard query response 0x0000 AAAA aimg.kwcdn.com CNAME aimg-kwcdn-com.trafficmanager.net CNAME aimg.kwcdn.com.cdn.cloudflare.net AAAA 2606:4700:4400::ac40:9869 AAAA 2606:4700:4400::6812:2397 OPT"
"5798","539.946431016","194.156.155.239","192.168.64.11","DoH","263","Standard query response 0x0000 A aimg.kwcdn.com CNAME aimg-kwcdn-com.trafficmanager.net CNAME aimg.kwcdn.com.cdn.cloudflare.net A 104.18.35.151 A 172.64.152.105 OPT"
"5805","539.948672534","194.156.155.239","192.168.64.11","DoH","320","Standard query response 0x0000 AAAA img.kwcdn.com CNAME img-kwcdn-com.trafficmanager.net CNAME cdn-fast.kwcdn.com AAAA 2a04:4e42:200::820 AAAA 2a04:4e42:400::820 AAAA 2a04:4e42:600::820 AAAA 2a04:4e42::820 OPT"
"5807","539.948672575","194.156.155.239","192.168.64.11","DoH","286","Standard query response 0x0000 HTTPS aimg.kwcdn.com CNAME aimg-kwcdn-com.trafficmanager.net CNAME aimg.kwcdn.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"5810","539.950798926","194.156.155.239","192.168.64.11","DoH","309","Standard query response 0x0000 HTTPS img.kwcdn.com CNAME img-kwcdn-com.trafficmanager.net CNAME cdn-fast.kwcdn.com SOA ns1-34.azure-dns.com OPT"
"5811","539.950799009","194.156.155.239","192.168.64.11","DoH","272","Standard query response 0x0000 A img.kwcdn.com CNAME img-kwcdn-com.trafficmanager.net CNAME cdn-fast.kwcdn.com A 151.101.67.52 A 151.101.131.52 A 151.101.195.52 A 151.101.3.52 OPT"
"5813","539.950799051","194.156.155.239","192.168.64.11","DoH","293","Standard query response 0x0000 AAAA static.kwcdn.com CNAME static-kwcdn-com.trafficmanager.net CNAME static.kwcdn.com.cdn.cloudflare.net AAAA 2606:4700:4400::ac40:9869 AAAA 2606:4700:4400::6812:2397 OPT"
"5815","539.950799093","194.156.155.239","192.168.64.11","DoH","292","Standard query response 0x0000 HTTPS static.kwcdn.com CNAME static-kwcdn-com.trafficmanager.net CNAME static.kwcdn.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"5816","539.950799093","194.156.155.239","192.168.64.11","DoH","308","Standard query response 0x0000 A static.kwcdn.com CNAME static-kwcdn-com.trafficmanager.net CNAME static.kwcdn.com.cdn.cloudflare.net A 104.18.35.151 A 172.64.152.105 OPT"
"5819","539.951452681","194.156.155.239","192.168.64.11","DoH","255","Standard query response 0x0000 AAAA commimg-us.kwcdn.com CNAME commimg-us.kwcdn.com.cdn.cloudflare.net AAAA 2606:4700:4400::6812:2397 AAAA 2606:4700:4400::ac40:9869 OPT"
"5823","539.956827058","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 HTTPS img.kwcdn.com OPT"
"5825","539.957091768","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 HTTPS aimg.kwcdn.com OPT"
"5826","539.957223144","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 HTTPS static.kwcdn.com OPT"
"5830","539.963952323","194.156.155.239","192.168.64.11","DoH","459","Standard query response 0x0000 HTTPS commimg-us.kwcdn.com CNAME commimg-us.kwcdn.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"5832","539.964201117","194.156.155.239","192.168.64.11","DoH","173","Standard query response 0x0000 AAAA accounts.google.com AAAA 2a00:1450:400c:c04::54 OPT"
"5833","539.964201159","194.156.155.239","192.168.64.11","DoH","161","Standard query response 0x0000 A accounts.google.com A 74.125.206.84 OPT"
"5836","539.964698371","194.156.155.239","192.168.64.11","DoH","195","Standard query response 0x0000 HTTPS accounts.google.com SOA ns1.google.com OPT"
"5840","539.974196781","194.156.155.239","192.168.64.11","DoH","291","Standard query response 0x0000 HTTPS img.kwcdn.com CNAME img-kwcdn-com.trafficmanager.net CNAME cdn-fast.kwcdn.com SOA ns1-34.azure-dns.com OPT"
"5843","539.974573784","194.156.155.239","192.168.64.11","DoH","286","Standard query response 0x0000 HTTPS aimg.kwcdn.com CNAME aimg-kwcdn-com.trafficmanager.net CNAME aimg.kwcdn.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"5845","539.974969246","194.156.155.239","192.168.64.11","DoH","292","Standard query response 0x0000 HTTPS static.kwcdn.com CNAME static-kwcdn-com.trafficmanager.net CNAME static.kwcdn.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"5848","539.988521730","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A img.kwcdn.com OPT"
"5850","539.992963766","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A aimg.kwcdn.com OPT"
"5851","539.993209059","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 A static.kwcdn.com OPT"
"5853","539.993898440","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA aimg.kwcdn.com OPT"
"5854","539.994098525","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 A aimg.kwcdn.com OPT"
"5857","540.005742035","194.156.155.239","192.168.64.11","DoH","272","Standard query response 0x0000 A img.kwcdn.com CNAME img-kwcdn-com.trafficmanager.net CNAME cdn-fast.kwcdn.com A 151.101.67.52 A 151.101.131.52 A 151.101.195.52 A 151.101.3.52 OPT"
"5860","540.007591342","194.156.155.239","192.168.64.11","DoH","223","Standard query response 0x0000 A img-eu.kwcdn.com CNAME img-eu.kwcdn.com.cdn.cloudflare.net A 172.64.152.105 A 104.18.35.151 OPT"
"5864","540.009495732","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA img.kwcdn.com OPT"
"5866","540.009816610","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A img.kwcdn.com OPT"
"5869","540.010564741","194.156.155.239","192.168.64.11","DoH","263","Standard query response 0x0000 A aimg.kwcdn.com CNAME aimg-kwcdn-com.trafficmanager.net CNAME aimg.kwcdn.com.cdn.cloudflare.net A 104.18.35.151 A 172.64.152.105 OPT"
"5872","540.011268705","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA static.kwcdn.com OPT"
"5874","540.011712833","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A static.kwcdn.com OPT"
"5878","540.012568882","194.156.155.239","192.168.64.11","DoH","277","Standard query response 0x0000 A aimg.kwcdn.com CNAME aimg-kwcdn-com.trafficmanager.net CNAME aimg.kwcdn.com.cdn.cloudflare.net A 104.18.35.151 A 172.64.152.105 OPT"
"5879","540.012568882","194.156.155.239","192.168.64.11","DoH","287","Standard query response 0x0000 AAAA aimg.kwcdn.com CNAME aimg-kwcdn-com.trafficmanager.net CNAME aimg.kwcdn.com.cdn.cloudflare.net AAAA 2606:4700:4400::ac40:9869 AAAA 2606:4700:4400::6812:2397 OPT"
"5881","540.012568923","194.156.155.239","192.168.64.11","DoH","269","Standard query response 0x0000 A static.kwcdn.com CNAME static-kwcdn-com.trafficmanager.net CNAME static.kwcdn.com.cdn.cloudflare.net A 104.18.35.151 A 172.64.152.105 OPT"
"5883","540.012568965","194.156.155.239","192.168.64.11","DoH","247","Standard query response 0x0000 AAAA img-eu.kwcdn.com CNAME img-eu.kwcdn.com.cdn.cloudflare.net AAAA 2606:4700:4400::6812:2397 AAAA 2606:4700:4400::ac40:9869 OPT"
"5887","540.017666090","194.156.155.239","192.168.64.11","DoH","246","Standard query response 0x0000 HTTPS img-eu.kwcdn.com CNAME img-eu.kwcdn.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"5893","540.026752871","194.156.155.239","192.168.64.11","DoH","320","Standard query response 0x0000 AAAA img.kwcdn.com CNAME img-kwcdn-com.trafficmanager.net CNAME cdn-fast.kwcdn.com AAAA 2a04:4e42:200::820 AAAA 2a04:4e42:400::820 AAAA 2a04:4e42:600::820 AAAA 2a04:4e42::820 OPT"
"5895","540.026752913","194.156.155.239","192.168.64.11","DoH","272","Standard query response 0x0000 A img.kwcdn.com CNAME img-kwcdn-com.trafficmanager.net CNAME cdn-fast.kwcdn.com A 151.101.67.52 A 151.101.131.52 A 151.101.195.52 A 151.101.3.52 OPT"
"5902","540.030196066","194.156.155.239","192.168.64.11","DoH","293","Standard query response 0x0000 AAAA static.kwcdn.com CNAME static-kwcdn-com.trafficmanager.net CNAME static.kwcdn.com.cdn.cloudflare.net AAAA 2606:4700:4400::ac40:9869 AAAA 2606:4700:4400::6812:2397 OPT"
"5904","540.030196107","194.156.155.239","192.168.64.11","DoH","269","Standard query response 0x0000 A static.kwcdn.com CNAME static-kwcdn-com.trafficmanager.net CNAME static.kwcdn.com.cdn.cloudflare.net A 104.18.35.151 A 172.64.152.105 OPT"
"6005","540.122290557","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA incoming.telemetry.mozilla.org OPT"
"6007","540.122832187","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A incoming.telemetry.mozilla.org OPT"
"6009","540.123121064","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 HTTPS incoming.telemetry.mozilla.org OPT"
"6029","540.139139735","194.156.155.239","192.168.64.11","DoH","294","Standard query response 0x0000 AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"6032","540.140242660","194.156.155.239","192.168.64.11","DoH","231","Standard query response 0x0000 A incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com A 34.120.208.123 OPT"
"6035","540.141096209","194.156.155.239","192.168.64.11","DoH","294","Standard query response 0x0000 HTTPS incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"6039","540.171757164","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 HTTPS aimg.kwcdn.com OPT"
"6040","540.173155717","192.168.64.11","194.156.155.239","DoH","482","Standard query 0x0000 HTTPS static.kwcdn.com OPT"
"6047","540.190208188","194.156.155.239","192.168.64.11","DoH","286","Standard query response 0x0000 HTTPS aimg.kwcdn.com CNAME aimg-kwcdn-com.trafficmanager.net CNAME aimg.kwcdn.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"6050","540.190959236","194.156.155.239","192.168.64.11","DoH","292","Standard query response 0x0000 HTTPS static.kwcdn.com CNAME static-kwcdn-com.trafficmanager.net CNAME static.kwcdn.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"6051","540.190959319","194.156.155.239","192.168.64.11","DoH","291","Standard query response 0x0000 HTTPS img.kwcdn.com CNAME img-kwcdn-com.trafficmanager.net CNAME cdn-fast.kwcdn.com SOA ns1-34.azure-dns.com OPT"
"6054","540.192621207","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A aimg.kwcdn.com OPT"
"6056","540.192770584","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A static.kwcdn.com OPT"
"6058","540.195353729","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A img.kwcdn.com OPT"
"6064","540.209605178","194.156.155.239","192.168.64.11","DoH","263","Standard query response 0x0000 A aimg.kwcdn.com CNAME aimg-kwcdn-com.trafficmanager.net CNAME aimg.kwcdn.com.cdn.cloudflare.net A 104.18.35.151 A 172.64.152.105 OPT"
"6067","540.210332683","194.156.155.239","192.168.64.11","DoH","269","Standard query response 0x0000 A static.kwcdn.com CNAME static-kwcdn-com.trafficmanager.net CNAME static.kwcdn.com.cdn.cloudflare.net A 104.18.35.151 A 172.64.152.105 OPT"
"6073","540.212291533","194.156.155.239","192.168.64.11","DoH","272","Standard query response 0x0000 A img.kwcdn.com CNAME img-kwcdn-com.trafficmanager.net CNAME cdn-fast.kwcdn.com A 151.101.67.52 A 151.101.131.52 A 151.101.195.52 A 151.101.3.52 OPT"
"6165","540.437745807","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA eu.pftk.temu.com OPT"
"6167","540.438286437","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A eu.pftk.temu.com OPT"
"6169","540.438962401","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 HTTPS eu.pftk.temu.com OPT"
"6174","540.454914404","194.156.155.239","192.168.64.11","DoH","247","Standard query response 0x0000 AAAA eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"6178","540.455559909","194.156.155.239","192.168.64.11","DoH","260","Standard query response 0x0000 A eu.pftk.temu.com CNAME pftk-eu.temu.com A 20.33.40.121 A 20.33.17.32 A 20.67.210.244 A 4.207.234.37 A 20.93.45.131 A 20.82.200.37 OPT"
"6181","540.456095205","194.156.155.239","192.168.64.11","DoH","247","Standard query response 0x0000 HTTPS eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"6307","540.964228883","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA incoming.telemetry.mozilla.org OPT"
"6309","540.964543719","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A incoming.telemetry.mozilla.org OPT"
"6311","540.965052515","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 HTTPS incoming.telemetry.mozilla.org OPT"
"6318","540.981928609","194.156.155.239","192.168.64.11","DoH","308","Standard query response 0x0000 AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"6319","540.981928609","194.156.155.239","192.168.64.11","DoH","231","Standard query response 0x0000 A incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com A 34.120.208.123 OPT"
"6321","540.981928692","194.156.155.239","192.168.64.11","DoH","294","Standard query response 0x0000 HTTPS incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"6385","541.083882930","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA eu.pftk.temu.com OPT"
"6386","541.084274183","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 A eu.pftk.temu.com OPT"
"6387","541.084425226","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 HTTPS eu.pftk.temu.com OPT"
"6389","541.090158398","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA eu.thtk.temu.com OPT"
"6391","541.090730944","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A eu.thtk.temu.com OPT"
"6393","541.092448833","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 HTTPS eu.thtk.temu.com OPT"
"6407","541.099911184","194.156.155.239","192.168.64.11","DoH","247","Standard query response 0x0000 AAAA eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"6411","541.103354504","194.156.155.239","192.168.64.11","DoH","260","Standard query response 0x0000 A eu.pftk.temu.com CNAME pftk-eu.temu.com A 20.33.40.121 A 20.33.17.32 A 20.67.210.244 A 4.207.234.37 A 20.93.45.131 A 20.82.200.37 OPT"
"6413","541.103354546","194.156.155.239","192.168.64.11","DoH","247","Standard query response 0x0000 HTTPS eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"6417","541.106930241","194.156.155.239","192.168.64.11","DoH","247","Standard query response 0x0000 AAAA eu.thtk.temu.com CNAME thtk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"6419","541.107162285","194.156.155.239","192.168.64.11","DoH","340","Standard query response 0x0000 A eu.thtk.temu.com CNAME thtk-eu.temu.com A 20.33.27.34 A 20.33.81.64 A 20.223.34.138 A 4.207.236.117 A 20.54.31.175 A 20.93.45.64 A 20.157.217.74 A 20.33.68.17 A 20.157.27.150 A 20.105.125.8 A 20.157.27.24 OPT"
"6422","541.118297958","194.156.155.239","192.168.64.11","DoH","283","Standard query response 0x0000 HTTPS eu.thtk.temu.com CNAME thtk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"6426","541.124628300","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA www.temu.com OPT"
"6428","541.124965053","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A www.temu.com OPT"
"6429","541.125148263","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 HTTPS www.temu.com OPT"
"6445","541.142778863","194.156.155.239","192.168.64.11","DoH","297","Standard query response 0x0000 HTTPS www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"6446","541.142778905","194.156.155.239","192.168.64.11","DoH","274","Standard query response 0x0000 A www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net A 172.64.144.50 A 104.18.43.206 OPT"
"6459","541.154232539","194.156.155.239","192.168.64.11","DoH","297","Standard query response 0x0000 AAAA www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"6476","541.211006455","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA incoming.telemetry.mozilla.org OPT"
"6477","541.211242665","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 A incoming.telemetry.mozilla.org OPT"
"6479","541.211822045","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 HTTPS incoming.telemetry.mozilla.org OPT"
"6483","541.221731124","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA www.temu.com OPT"
"6485","541.222028627","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A www.temu.com OPT"
"6490","541.229623855","194.156.155.239","192.168.64.11","DoH","294","Standard query response 0x0000 AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"6494","541.229623938","194.156.155.239","192.168.64.11","DoH","231","Standard query response 0x0000 A incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com A 34.120.208.123 OPT"
"6496","541.229677397","194.156.155.239","192.168.64.11","DoH","294","Standard query response 0x0000 HTTPS incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"6501","541.239047431","194.156.155.239","192.168.64.11","DoH","297","Standard query response 0x0000 AAAA www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"6503","541.239220682","194.156.155.239","192.168.64.11","DoH","274","Standard query response 0x0000 A www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net A 172.64.144.50 A 104.18.43.206 OPT"
"6506","541.260280685","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A stun.l.google.com OPT"
"6508","541.261048191","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A stun1.l.google.com OPT"
"6510","541.263023957","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A stun2.l.google.com OPT"
"6511","541.263700046","192.168.64.11","194.156.155.239","DoH","690","Standard query 0x0000 A stun.ekiga.net OPT"
"6513","541.264409177","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A stun.ideasip.com OPT"
"6515","541.264647845","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A stun.schlund.de OPT"
"6516","541.264805805","192.168.64.11","194.156.155.239","DoH","482","Standard query 0x0000 A stun.voipbuster.com OPT"
"6517","541.264917931","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 A stun.voipstunt.com OPT"
"6520","541.277641325","194.156.155.239","192.168.64.11","DoH","159","Standard query response 0x0000 A stun.l.google.com A 74.125.250.129 OPT"
"6527","541.282425072","194.156.155.239","192.168.64.11","DoH","212","Standard query response 0x0000 No such name A stun.ideasip.com SOA dns1.registrar-servers.com OPT"
"6530","541.283732582","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA www.temu.com OPT"
"6532","541.284620298","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A www.temu.com OPT"
"6534","541.284872383","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 HTTPS www.temu.com OPT"
"6537","541.298014531","194.156.155.239","192.168.64.11","DoH","160","Standard query response 0x0000 A stun1.l.google.com A 74.125.250.129 OPT"
"6542","541.300163715","194.156.155.239","192.168.64.11","DoH","174","Standard query response 0x0000 A stun2.l.google.com A 74.125.250.129 OPT"
"6543","541.300163798","194.156.155.239","192.168.64.11","DoH","297","Standard query response 0x0000 AAAA www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"6545","541.301257974","194.156.155.239","192.168.64.11","DoH","160","Standard query response 0x0000 A stun3.l.google.com A 74.125.250.129 OPT"
